timestamp,AF3_theta,AF3_alpha,AF3_low_beta,AF3_high_beta,AF3_gamma,F7_theta,F7_alpha,F7_low_beta,F7_high_beta,F7_gamma,F3_theta,F3_alpha,F3_low_beta,F3_high_beta,F3_gamma,FC5_theta,FC5_alpha,FC5_low_beta,FC5_high_beta,FC5_gamma,T7_theta,T7_alpha,T7_low_beta,T7_high_beta,T7_gamma,P7_theta,P7_alpha,P7_low_beta,P7_high_beta,P7_gamma,O1_theta,O1_alpha,O1_low_beta,O1_high_beta,O1_gamma,O2_theta,O2_alpha,O2_low_beta,O2_high_beta,O2_gamma,P8_theta,P8_alpha,P8_low_beta,P8_high_beta,P8_gamma,T8_theta,T8_alpha,T8_low_beta,T8_high_beta,T8_gamma,FC6_theta,FC6_alpha,FC6_low_beta,FC6_high_beta,FC6_gamma,F4_theta,F4_alpha,F4_low_beta,F4_high_beta,F4_gamma,F8_theta,F8_alpha,F8_low_beta,F8_high_beta,F8_gamma,AF4_theta,AF4_alpha,AF4_low_beta,AF4_high_beta,AF4_gamma
2024-07-03 15:49:14.023256,1509.834,1466.44,584.166,247.053,97.579,739.492,394.241,300.068,179.026,188.528,2272.848,1862.049,659.346,244.453,70.537,702.76,525.419,227.308,220.542,74.244,59.826,196.135,71.663,49.302,19.98,285.758,218.991,224.675,98.972,44.687,2112.873,1913.712,459.021,383.406,94.53,1243.103,645.627,637.738,254.915,120.642,216.422,204.208,116.709,89.479,33.623,100.325,68.733,39.455,32.427,11.501,590.297,403.801,111.596,48.103,40.69,2357.603,865.13,736.429,160.9,81.393,668.767,224.837,144.58,64.588,42.428,1909.785,1775.345,1300.608,524.219,152.486
2024-07-03 15:49:14.143314,1934.815,1568.895,717.798,463.936,140.655,1372.818,514.855,398.937,269.786,287.17,4390.601,3465.402,1330.086,429.255,113.658,856.854,763.962,319.39,338.587,119.698,76.717,269.635,121.322,77.726,27.063,588.648,296.321,348.872,143.77,62.71,3410.436,3052.344,854.353,765.003,187.41,1967.521,1176.367,907.779,563.4,207.171,350.409,454.89,199.421,192.969,84.597,123.075,119.077,59.019,49.717,20.84,820.525,846.412,199.818,67.194,63.647,4041.92,1961.399,1154.918,269.487,123.07,828.833,399.767,188.834,103.215,64.909,2314.778,2161.99,1975.452,793.095,269.746
2024-07-03 15:49:14.278815,2668.19,1672.287,788.644,819.683,203.208,2295.685,618.926,536.743,364.15,385.182,7171.824,5404.669,2350.416,685.251,165.671,1149.25,1058.212,471.949,477.916,178.033,101.824,350.369,187.422,121.354,36.68,1024.445,384.441,492.578,207.055,85.931,4977.004,4175.145,1501.154,1390.253,332.351,3027.252,2268.297,1728.818,1193.193,325.995,557.82,853.596,317.33,393.634,185.794,204.511,186.404,92.414,74.768,35.834,1304.331,1541.618,322.321,101.746,96.345,6112.021,3757.607,1718.694,421.807,170.457,1049.076,654.799,248.546,153.604,90.096,3063.23,2948.907,2759.48,1164.656,425.824
2024-07-03 15:49:14.397784,3489.524,1752.286,777.503,1258.562,274.208,3348.724,672.811,687.014,439.045,457.646,9977.723,7231.776,3561.731,963.965,213.241,1460.514,1356.608,650.638,606.259,235.666,129.096,415.348,253.689,172.264,47.166,1493.041,455.653,619.277,276.128,109.759,6418.455,4979.831,2352.239,2193.923,512.038,4239.453,3983.471,3122.48,2146.892,460.334,797.897,1355.511,458.486,670.307,329.051,332.208,257.279,133.533,101.435,53.593,2002.532,2349.369,454.551,142.441,133.156,8083.514,5978.96,2304.69,577.815,212.459,1240.191,926.384,314.13,206.03,112.363,3875.082,3863.378,3501.239,1536.046,584.209
2024-07-03 15:49:14.532106,4089.38,1769.543,691.26,1664.565,335.392,4252.911,660.857,807.944,474.17,483.929,11982.555,8435.374,4659.823,1190.53,242.142,1665.225,1579.754,804.172,687.431,275.773,149.65,441.446,299.752,216.381,55.828,1851.221,483.559,689.12,330.394,127.643,7299.924,5236.28,3234.181,2994.159,685.231,5326.121,6072.649,4808.778,3254.434,579.344,1008.963,1851.195,593.555,955.471,480.96,468.979,312.023,171.037,121.702,69.125,2754.819,3031.006,558.842,175.683,164.579,9384.807,8031.913,2755.772,687.607,237.704,1317.614,1127.044,369.18,246.373,125.733,4406.903,4526.895,4007.14,1787.393,697.209
2024-07-03 15:49:14.652600,4222.466,1696.486,559.007,1907.255,367.17,4724.101,588.854,860.555,459.448,456.362,12526.754,8651.002,5303.413,1292.088,242.757,1679.819,1655.725,877.732,694.784,284.956,156.732,417.057,309.734,239.371,59.978,1979.225,456.767,676.583,350.573,133.611,7338.819,4884.406,3896.493,3556.926,800.841,6012.937,7993.72,6292.667,4214.422,648.711,1127.862,2203.821,686.48,1160.67,594.992,570.516,332.073,192.224,128.809,77.277,3339.325,3356.22,599.15,189.518,180.98,9600.144,9249.71,2933.844,712.334,238.391,1239.325,1182.76,396.907,261.856,126.124,4438.043,4649.713,4127.161,1830.122,726.62
2024-07-03 15:49:14.773699,3815.959,1522.444,416.134,1901.08,357.352,4598.283,478.141,822.653,399.374,383.447,11419.049,7823.808,5273.888,1231.148,214.383,1493.861,1550.673,841.037,624.17,259.394,148.423,348.272,279.651,232.916,58.044,1835.993,383.275,584.859,328.113,125.067,6533.775,4063.446,4120.643,3695.798,819.877,6121.557,9142.417,7082.085,4721.662,645.109,1133.267,2304.714,708.591,1215.177,631.618,599.693,310.293,189.292,120.028,75.077,3570.757,3208.047,559.533,178.734,176.572,8669.756,9211.886,2779.055,642.589,213.707,1028.163,1070.253,385.425,246.426,113.154,3940.773,4175.882,3843.152,1649.456,660.927
2024-07-03 15:49:14.893120,2996.473,1270.496,288.953,1645.424,306.842,3911.098,357.204,700.803,310.184,285.826,9018.78,6223.146,4574.68,1023.912,165.544,1165.045,1287.996,702.433,494.85,206.575,127.649,256.001,219.687,198.531,50.296,1477.382,285.837,442.966,268.96,103.962,5137.664,3029.944,3817.366,3357.401,734.066,5652.813,9121.205,6901.57,4601.526,567.422,1037.167,2123.466,651.33,1099.192,577.278,548.064,253.498,162.798,97.997,63.144,3361.839,2636.928,453.898,146.703,151.885,6917.939,7930.208,2339.72,502.39,170.253,753.939,830.339,335.968,204.425,90.327,3078.383,3272.599,3235.528,1301.388,521.239
2024-07-03 15:49:15.026988,2021.845,988.577,189.601,1224.853,229.373,2880.871,249.838,527.835,213.675,187.49,6079.165,4323.991,3434.58,734.311,110.267,790.185,937.377,505.226,341.995,141.99,100.604,165.5,148.12,146.714,38.674,1027.693,190.437,291.85,191.166,75.953,3548.774,2042.761,3074.55,2649.317,570.104,4754.893,7931.356,5813.782,3891.339,437.75,887.816,1720.679,529.96,853.348,450.956,435.292,179.299,121.028,69.425,45.391,2780.486,1836.806,317.006,103.706,113.767,4858.4,5850.833,1747.425,336.812,119.272,500.776,544.226,260.889,148.348,63.524,2122.494,2224.846,2447.259,888.042,351.229
2024-07-03 15:49:15.148024,1158.235,719.483,118.128,769.693,145.983,1810.996,167.284,348.483,129.03,106.728,3405.127,2594.151,2194.922,444.497,61.897,461.837,585.654,306.156,201.808,82.343,73.853,95.311,83.967,92.231,26.016,619.216,115.762,167.388,116.178,47.926,2143.473,1267.5,2119.14,1790.726,377.509,3673.755,5973.042,4191.278,2825.698,292.065,730.326,1220.469,378.807,558.768,294.999,298.14,108.383,76.518,42.043,27.196,1999.763,1052.923,188.01,62.217,72.571,3022.494,3631.174,1155.703,191.378,72.184,317.893,295.021,178.403,93.255,38.71,1314.535,1313.046,1640.18,513.48,197.057
2024-07-03 15:49:15.268428,566.142,492.649,69.027,396.82,76.171,953.982,108.984,200.95,66.914,51.329,1522.61,1323.177,1162.766,219.466,28.195,234.294,304.357,152.164,98.448,38.911,51.719,51.321,39.292,47.797,14.955,334.543,67.938,86.637,59.516,25.377,1137.937,740.618,1216.311,1014.377,206.766,2629.752,3851.267,2539.506,1727.11,165.223,595.565,754.594,236.246,299.207,155.181,177.814,55.748,40.321,21.456,13.011,1242.172,472.347,94.396,31.432,37.899,1689.199,1842.82,682.045,92.56,36.664,216.785,131.547,106.139,50.639,19.928,777.409,690.996,950.724,243.982,88.48
2024-07-03 15:49:15.401870,256.737,324.716,37.6,163.385,30.917,420.037,69.694,103.923,28.461,19.875,523.804,565.399,491.324,84.738,9.9,109.269,127.332,61.623,37.866,14.424,35.379,28.415,15.821,19.431,7.098,182.447,41.811,44.794,25.686,10.792,552.836,408.898,555.474,471.515,89.28,1771.374,2106.01,1266.496,862.244,78.286,484.917,409.231,129.284,125.465,60.93,95.304,25.695,18.07,9.445,4.712,661.31,157.041,42.31,14.05,15.1,913.548,753.526,368.327,41.58,15.103,166.461,55.29,54.911,24.65,8.473,482.85,353.357,457.682,91.902,30.457
2024-07-03 15:49:15.522600,137.578,213.304,20.703,57.104,9.839,172.236,43.832,50.586,9.711,6.191,156.57,207.814,160.231,26.076,2.822,54.266,46.217,21.429,11.619,4.353,24.227,17.242,7.049,5.881,2.69,117.085,29.047,26.16,10.085,3.598,270.291,208.802,190.497,182.341,28.879,1135.444,995.759,525.291,344.127,33.515,385.399,203.209,65.669,41.046,16.012,53.193,13.0,8.651,4.345,1.412,315.244,45.419,20.282,6.759,4.174,513.335,281.602,194.03,21.79,5.382,132.588,32.454,26.894,12.464,3.323,328.139,200.204,178.409,28.583,8.333
2024-07-03 15:49:15.642471,96.467,146.918,14.258,25.044,3.675,87.021,28.672,23.258,3.625,2.033,74.996,79.42,46.814,9.188,1.011,31.769,21.7,7.882,3.739,1.43,16.645,10.88,4.32,1.477,0.882,83.99,22.204,16.637,4.502,1.098,146.683,99.604,53.39,68.76,7.512,696.934,448.708,207.461,119.937,17.214,284.749,102.741,35.142,14.436,3.397,34.368,9.064,5.955,2.801,0.708,151.213,21.608,12.069,4.184,0.963,324.485,133.258,104.732,14.444,2.515,97.295,26.271,15.507,7.879,1.771,223.964,127.502,63.682,11.206,2.372
2024-07-03 15:49:15.778060,77.997,108.518,12.991,16.531,2.403,53.658,21.122,10.52,2.141,1.052,54.667,42.443,18.78,5.25,0.598,18.958,13.572,3.419,1.261,0.615,11.113,7.173,2.937,0.578,0.409,55.644,16.385,10.419,2.532,0.502,82.877,45.566,24.206,30.726,2.508,410.674,221.889,96.476,51.881,11.993,184.622,57.821,21.505,8.466,1.863,22.803,7.177,4.703,2.054,0.617,80.815,13.025,8.185,3.036,0.522,216.857,77.693,57.679,10.61,1.972,64.635,21.19,10.749,5.617,1.358,139.84,78.619,32.798,6.427,1.141
2024-07-03 15:49:15.898442,73.503,85.036,12.49,11.876,1.959,34.28,18.354,6.15,1.383,0.687,42.834,28.625,9.595,3.575,0.437,10.963,8.556,2.092,0.461,0.34,7.156,4.951,1.924,0.431,0.325,32.433,11.016,5.661,1.553,0.366,45.662,23.587,16.706,15.024,1.447,232.282,123.372,48.605,30.16,8.71,103.642,34.872,13.244,5.667,1.372,14.197,5.623,3.523,1.365,0.58,40.35,7.652,5.331,2.41,0.425,149.32,51.454,33.772,7.997,1.875,39.751,16.49,7.298,3.749,1.075,77.713,47.383,22.986,3.695,0.803
2024-07-03 15:49:16.017762,75.263,69.707,11.286,8.879,1.797,25.809,19.035,5.306,1.052,0.481,38.686,22.52,4.459,2.686,0.355,6.808,5.544,1.723,0.383,0.249,4.61,3.293,1.254,0.376,0.289,17.756,7.299,2.645,1.085,0.339,25.441,15.958,10.641,8.299,0.941,135.542,83.396,29.991,20.795,5.705,54.214,21.361,7.498,4.391,1.019,9.461,4.6,2.618,0.825,0.601,18.45,5.042,3.449,2.149,0.388,128.806,41.992,25.493,6.534,1.903,25.344,12.943,4.811,2.364,0.824,41.598,30.685,17.047,2.418,0.625
2024-07-03 15:49:16.152758,78.245,59.218,9.668,7.342,1.812,25.626,20.585,5.792,1.02,0.388,40.718,18.864,1.821,2.581,0.328,5.35,4.377,1.713,0.463,0.215,3.353,2.161,0.922,0.367,0.264,11.424,5.637,1.303,1.018,0.357,17.282,11.821,6.1,5.66,0.667,104.123,70.988,25.686,17.281,3.246,32.826,13.331,4.083,4.31,0.841,8.089,4.187,2.14,0.477,0.68,9.951,4.48,2.622,2.235,0.404,136.899,41.315,24.075,6.25,2.029,20.499,10.785,3.453,1.616,0.653,26.579,24.638,14.264,2.175,0.565
2024-07-03 15:49:16.273134,78.228,52.163,8.509,7.017,1.965,29.197,21.638,6.569,1.131,0.393,43.902,16.614,0.907,2.897,0.345,5.156,4.242,1.794,0.54,0.204,3.103,1.623,0.882,0.397,0.248,10.071,5.301,0.996,1.136,0.383,15.846,9.621,3.672,4.708,0.562,110.225,71.181,26.312,17.127,1.665,28.026,9.124,2.801,4.888,0.798,8.363,4.118,2.005,0.299,0.776,8.361,4.93,2.592,2.516,0.453,159.518,42.288,23.043,6.891,2.213,20.913,9.682,2.966,1.357,0.58,22.978,25.194,13.788,2.501,0.612
2024-07-03 15:49:16.392989,73.829,46.679,8.534,7.385,2.187,32.544,21.541,7.004,1.224,0.467,43.747,14.743,0.813,3.19,0.382,5.021,4.184,1.822,0.571,0.206,3.458,1.475,0.999,0.451,0.243,9.99,5.217,1.054,1.209,0.386,16.522,8.869,2.743,4.379,0.532,121.042,71.596,27.373,18.286,0.931,29.096,7.339,2.535,5.493,0.799,8.571,4.103,2.036,0.248,0.831,8.927,5.485,2.83,2.75,0.502,173.703,40.607,21.791,8.202,2.386,21.998,8.932,2.86,1.294,0.579,24.671,29.461,13.678,2.897,0.729
2024-07-03 15:49:16.527411,66.112,42.3,10.372,7.879,2.417,33.991,19.686,6.798,1.221,0.566,38.975,12.276,1.119,3.208,0.428,4.5,3.786,1.697,0.551,0.218,4.163,1.493,1.104,0.515,0.246,9.784,4.845,1.136,1.153,0.366,18.342,8.982,2.57,4.216,0.51,121.501,67.637,28.52,19.452,0.74,30.117,7.929,3.722,6.235,0.899,9.485,6.61,4.717,1.74,0.989,13.057,6.973,4.289,3.253,0.556,186.256,35.934,22.446,11.755,2.604,21.887,7.639,2.895,1.39,0.636,32.114,36.088,12.612,3.045,0.873
2024-07-03 15:49:16.648219,63.336,42.249,14.77,8.565,2.682,35.865,16.868,5.982,1.175,0.663,34.918,9.973,2.463,3.056,0.515,4.798,3.38,1.456,0.526,0.269,5.554,1.768,1.118,0.588,0.263,12.512,5.032,1.408,1.034,0.369,28.53,10.953,3.272,4.236,0.51,118.249,69.218,36.561,20.786,0.854,31.917,13.714,10.631,9.556,1.634,19.648,21.783,20.375,10.948,2.083,32.275,18.934,15.045,6.012,0.778,211.218,39.21,36.236,26.192,3.606,23.111,6.04,3.639,2.298,0.855,59.861,47.574,10.826,2.965,1.078
2024-07-03 15:49:16.768769,74.545,49.687,22.416,10.108,3.064,42.048,14.845,4.843,1.183,0.757,40.306,9.849,6.159,3.028,0.684,7.733,3.596,1.238,0.588,0.401,8.213,2.57,1.043,0.662,0.306,23.133,7.071,2.102,0.974,0.455,57.068,16.167,5.737,4.815,0.596,132.351,91.157,60.111,23.351,1.288,39.629,28.328,28.562,19.009,3.758,51.295,62.279,61.834,35.667,5.269,86.419,55.772,46.501,13.574,1.453,286.118,69.103,79.033,62.506,6.556,30.752,5.556,6.097,4.956,1.414,129.9,67.484,8.954,2.894,1.444
2024-07-03 15:49:16.902660,102.824,64.8,32.759,13.024,3.602,54.522,14.978,3.777,1.327,0.855,60.771,13.308,13.385,3.382,0.948,14.247,4.805,1.158,0.807,0.634,12.326,4.059,0.922,0.722,0.385,44.177,11.504,3.297,1.069,0.656,108.163,25.02,10.63,6.448,0.812,178.55,140.399,102.319,27.931,2.116,56.114,52.451,59.353,36.368,7.603,109.994,132.516,133.637,78.846,11.09,183.618,124.884,104.23,26.925,2.777,422.683,137.1,159.09,124.762,12.077,47.807,7.542,10.846,9.769,2.392,250.323,96.394,7.48,3.102,2.037
2024-07-03 15:49:17.022407,142.159,83.349,43.622,16.99,4.216,71.436,17.247,3.066,1.594,0.95,94.218,20.122,24.019,4.13,1.262,23.511,6.841,1.245,1.174,0.931,17.258,6.021,0.807,0.746,0.492,72.948,17.545,4.79,1.324,0.937,174.899,36.058,17.561,9.204,1.128,255.517,209.84,156.279,33.996,3.266,80.144,82.098,98.063,59.328,12.738,189.401,221.815,224.425,134.05,19.086,313.987,217.43,180.288,43.982,4.719,608.748,235.656,266.019,203.459,19.733,71.977,12.223,17.337,16.046,3.684,402.737,129.449,6.637,3.697,2.814
2024-07-03 15:49:17.142795,179.132,98.495,51.871,20.824,4.716,87.461,20.177,2.757,1.891,1.017,130.506,28.333,36.172,4.994,1.539,32.955,9.021,1.426,1.591,1.21,21.682,7.896,0.725,0.72,0.598,101.571,23.313,6.147,1.643,1.21,239.718,46.275,24.994,12.511,1.449,346.128,279.125,206.794,39.851,4.59,108.197,110.121,134.864,82.285,18.153,274.861,309.784,311.527,187.803,28.248,446.267,311.406,255.376,60.422,7.107,794.605,341.404,373.649,278.365,28.266,96.067,18.485,23.995,22.192,5.063,544.993,157.554,6.294,4.554,3.62
2024-07-03 15:49:17.277503,199.8,104.424,54.835,23.013,4.889,96.058,21.776,2.671,2.077,1.022,155.898,35.189,46.598,5.552,1.685,39.311,10.472,1.575,1.908,1.374,24.149,9.049,0.671,0.643,0.666,120.174,26.649,6.88,1.874,1.369,280.759,52.358,30.699,15.319,1.659,419.651,324.242,237.394,43.551,5.943,134.397,129.756,159.184,98.733,22.694,354.026,376.735,370.68,225.305,37.48,554.747,383.948,307.405,71.686,9.731,939.671,430.359,452.242,327.273,36.145,112.905,24.486,29.03,26.449,6.289,630.929,171.088,6.076,5.385,4.258
2024-07-03 15:49:17.398246,195.239,98.184,51.278,22.48,4.59,92.917,20.66,2.55,2.046,0.947,159.917,38.377,52.069,5.478,1.651,40.235,10.546,1.572,1.997,1.362,23.786,9.047,0.625,0.533,0.67,121.796,26.227,6.702,1.896,1.35,283.145,52.363,32.842,16.594,1.683,448.229,329.57,237.509,43.738,7.215,154.299,138.074,163.818,104.118,25.53,417.18,411.749,384.947,236.622,45.851,617.708,420.344,319.85,74.857,12.337,1020.901,490.167,478.481,335.421,42.13,117.538,28.646,31.041,27.644,7.207,630.907,164.628,5.684,5.894,4.574
2024-07-03 15:49:17.518258,167.117,81.348,42.158,19.196,3.852,78.257,17.023,2.258,1.778,0.799,140.827,37.235,50.731,4.718,1.453,35.368,9.192,1.387,1.813,1.175,20.663,7.877,0.565,0.416,0.607,105.726,22.276,5.657,1.678,1.162,245.503,46.575,30.765,15.801,1.52,420.274,295.717,207.486,40.394,8.348,171.956,136.4,148.193,97.738,26.465,475.019,415.641,352.596,220.905,52.729,635.972,417.67,289.846,69.928,14.65,1053.53,522.069,446.972,302.622,45.781,111.293,30.642,29.55,25.741,7.8,547.038,139.815,5.15,5.964,4.531
2024-07-03 15:49:17.652576,125.34,58.902,30.066,14.235,2.891,56.666,12.116,1.828,1.359,0.614,105.686,32.656,43.228,3.534,1.164,26.519,6.899,1.093,1.422,0.878,15.817,5.94,0.482,0.317,0.501,77.938,16.284,4.124,1.301,0.875,181.564,37.093,25.357,13.194,1.241,350.634,238.698,158.399,34.881,9.286,202.144,130.736,119.047,82.903,25.882,559.217,404.285,288.651,186.316,57.675,635.858,389.899,230.052,59.521,16.365,1097.676,544.01,373.226,242.715,47.343,99.369,31.391,25.443,21.779,8.136,410.86,104.696,4.656,5.676,4.208
2024-07-03 15:49:17.773743,82.231,37.197,18.285,9.161,2.006,34.3,7.315,1.375,0.913,0.438,66.215,26.303,32.221,2.311,0.878,16.654,4.435,0.799,0.959,0.568,10.671,3.831,0.381,0.247,0.391,47.711,10.16,2.602,0.894,0.586,112.168,26.852,18.477,9.632,0.948,267.353,179.222,106.242,28.986,9.901,254.506,126.924,86.636,65.02,24.38,692.028,394.825,215.973,145.373,60.185,648.204,356.334,161.531,47.426,17.183,1209.218,572.789,283.604,176.247,47.205,88.684,32.087,20.375,17.261,8.272,268.628,70.013,4.358,5.235,3.755
2024-07-03 15:49:17.894060,48.083,21.231,9.416,5.312,1.457,16.518,3.742,1.029,0.553,0.312,33.376,19.951,21.145,1.375,0.663,8.522,2.468,0.592,0.563,0.326,6.423,2.137,0.277,0.209,0.308,23.442,5.426,1.468,0.565,0.37,56.202,18.332,12.134,6.161,0.719,198.334,133.336,64.737,24.14,10.018,324.864,126.804,59.675,48.812,22.385,863.411,394.13,153.965,108.806,59.623,688.04,330.065,103.399,36.762,16.875,1395.445,611.029,202.643,120.832,45.49,83.441,33.368,15.833,13.412,8.187,159.239,44.543,4.324,4.855,3.331
2024-07-03 15:49:18.028758,28.344,13.283,4.695,3.272,1.353,5.997,1.889,0.94,0.348,0.249,13.096,15.057,12.64,0.861,0.537,3.57,1.336,0.544,0.331,0.193,3.876,1.323,0.23,0.202,0.269,9.247,2.729,0.858,0.366,0.255,22.917,12.614,7.775,3.617,0.586,157.167,106.724,40.168,20.717,9.492,393.905,127.398,41.55,36.451,19.983,1026.637,394.646,110.764,81.271,55.466,739.601,311.609,65.139,28.705,15.378,1600.48,642.281,142.752,83.985,41.998,83.155,34.826,12.637,10.679,7.794,97.932,31.156,4.817,4.716,3.053
2024-07-03 15:49:18.147968,23.156,13.195,4.455,2.742,1.617,2.303,1.545,1.321,0.327,0.235,5.256,12.805,7.568,0.72,0.482,1.579,1.024,0.754,0.318,0.177,3.421,1.744,0.319,0.223,0.277,4.1,2.04,0.743,0.284,0.23,9.705,9.991,6.251,2.268,0.54,139.39,95.185,31.618,18.39,8.329,434.719,123.227,30.531,27.418,17.022,1117.001,379.928,82.744,61.143,47.731,766.256,290.577,44.577,22.503,12.866,1726.793,639.585,102.977,62.206,36.44,83.308,35.164,10.746,8.748,7.007,75.143,27.102,6.549,4.85,2.969
2024-07-03 15:49:18.268487,27.89,19.164,8.437,3.006,2.049,2.719,2.164,2.358,0.482,0.242,5.821,13.555,5.17,0.794,0.465,1.35,1.326,1.285,0.512,0.263,5.04,3.581,0.641,0.267,0.326,4.032,2.889,1.033,0.274,0.263,7.105,10.259,7.743,1.903,0.554,130.78,89.081,33.501,16.577,6.729,426.451,110.16,22.483,19.923,13.438,1085.716,336.501,60.882,44.142,37.333,733.201,254.946,32.751,16.786,9.761,1690.657,582.494,74.12,46.765,28.99,78.771,33.031,9.533,7.008,5.836,68.822,27.172,10.171,5.165,3.068
2024-07-03 15:49:18.402407,36.927,28.873,15.995,3.449,2.444,4.554,3.29,4.05,0.774,0.247,10.458,16.686,4.106,0.937,0.47,1.767,2.02,2.108,0.846,0.426,8.36,6.682,1.237,0.323,0.403,5.405,4.731,1.639,0.305,0.331,6.945,12.964,11.661,2.116,0.609,118.594,81.416,40.589,14.966,5.033,366.334,88.68,15.028,13.03,9.561,927.445,265.139,40.115,28.249,26.09,630.109,202.107,22.508,11.144,6.643,1471.534,472.714,48.536,31.981,20.619,67.411,27.984,8.389,5.167,4.449,62.809,27.466,15.628,5.507,3.296
2024-07-03 15:49:18.522541,46.935,39.579,25.443,3.788,2.664,6.734,4.598,6.034,1.129,0.244,16.79,20.845,3.661,1.096,0.492,2.37,2.9,3.065,1.23,0.629,12.745,10.397,2.002,0.383,0.492,6.983,7.1,2.483,0.368,0.418,6.985,17.166,16.846,2.555,0.69,101.006,72.202,50.146,13.79,3.593,272.984,64.055,9.266,7.566,6.059,686.211,182.371,23.75,15.514,16.119,478.915,142.414,14.433,6.565,4.067,1120.56,335.975,28.662,19.144,12.865,51.032,20.916,7.236,3.472,3.114,53.233,26.462,21.951,5.692,3.568
2024-07-03 15:49:18.643087,55.1,47.859,34.173,3.892,2.638,8.624,5.644,7.717,1.434,0.23,23.033,24.324,3.496,1.228,0.516,2.973,3.692,3.899,1.558,0.816,16.981,13.62,2.719,0.426,0.569,8.368,9.361,3.303,0.449,0.497,7.09,21.324,21.601,2.965,0.768,80.725,62.518,58.593,12.78,2.57,173.679,41.574,5.618,4.089,3.431,428.988,107.029,13.127,7.298,8.775,316.363,88.572,9.286,3.538,2.317,731.959,205.413,16.405,10.05,6.973,33.694,13.574,6.071,2.166,2.03,41.974,24.075,27.397,5.561,3.742
2024-07-03 15:49:18.778373,58.499,50.808,39.295,3.685,2.358,9.575,6.034,8.514,1.577,0.204,27.179,25.491,3.45,1.265,0.515,3.368,4.127,4.338,1.722,0.922,19.594,15.236,3.143,0.435,0.602,9.034,10.717,3.802,0.521,0.54,7.063,23.725,24.258,3.172,0.8,60.254,52.502,61.947,11.531,1.902,91.655,24.34,3.483,2.237,1.742,215.906,51.281,6.86,2.919,4.142,178.152,48.312,6.221,1.836,1.301,395.848,104.906,9.613,4.591,3.24,19.103,7.518,4.769,1.275,1.247,31.385,20.517,30.092,5.028,3.663
2024-07-03 15:49:18.898313,55.333,47.073,38.901,3.17,1.89,9.231,5.598,8.122,1.5,0.169,27.819,23.566,3.376,1.174,0.472,3.402,4.045,4.213,1.659,0.906,19.586,14.654,3.116,0.399,0.571,8.635,10.627,3.775,0.553,0.522,6.727,23.192,23.764,3.072,0.757,42.093,41.786,58.024,9.771,1.434,39.136,13.06,2.159,1.308,0.787,79.741,18.276,3.171,0.9,1.583,84.028,23.275,4.164,0.956,0.752,168.058,42.835,5.504,1.734,1.258,9.272,3.519,3.331,0.705,0.719,22.77,16.217,28.96,4.121,3.249
2024-07-03 15:49:19.017832,45.964,37.647,33.055,2.436,1.343,7.719,4.468,6.656,1.225,0.13,24.762,18.949,3.133,0.961,0.388,3.027,3.45,3.544,1.386,0.773,16.912,12.066,2.649,0.328,0.478,7.212,9.097,3.221,0.528,0.444,5.988,19.656,20.198,2.658,0.635,28.202,30.572,47.5,7.577,1.064,14.774,6.889,1.329,0.827,0.339,18.697,4.103,1.167,0.189,0.448,35.699,10.867,2.655,0.533,0.469,54.518,14.152,2.909,0.542,0.455,4.187,1.478,2.001,0.369,0.39,16.267,11.775,24.223,2.986,2.556
2024-07-03 15:49:19.152624,32.919,25.553,23.79,1.631,0.833,5.532,3.023,4.608,0.845,0.095,19.089,12.98,2.637,0.68,0.281,2.334,2.527,2.542,0.992,0.565,12.508,8.371,1.907,0.24,0.345,5.18,6.64,2.333,0.448,0.328,4.835,14.221,14.734,2.027,0.464,18.269,19.673,33.38,5.227,0.74,7.113,3.818,0.82,0.534,0.167,3.33,0.498,0.353,0.039,0.099,18.49,5.884,1.586,0.331,0.313,18.95,5.173,1.477,0.183,0.223,2.322,0.681,1.02,0.186,0.2,11.471,7.687,17.376,1.863,1.746
2024-07-03 15:49:19.274426,19.798,14.263,14.089,0.926,0.442,3.316,1.692,2.608,0.479,0.07,12.634,7.407,1.947,0.406,0.178,1.537,1.551,1.514,0.594,0.348,7.791,4.744,1.132,0.155,0.21,3.161,4.046,1.4,0.334,0.208,3.467,8.582,9.041,1.347,0.29,10.609,10.504,19.611,3.099,0.454,3.978,1.991,0.493,0.322,0.101,0.793,0.099,0.137,0.018,0.035,11.15,3.432,0.896,0.206,0.201,9.381,2.653,0.788,0.084,0.141,1.56,0.39,0.43,0.091,0.099,7.657,4.358,10.478,0.976,1.008
2024-07-03 15:49:19.392860,9.708,6.188,6.499,0.438,0.205,1.632,0.766,1.136,0.215,0.055,7.197,3.559,1.226,0.204,0.102,0.852,0.777,0.713,0.287,0.178,4.018,2.067,0.523,0.09,0.105,1.656,1.995,0.663,0.219,0.115,2.211,4.167,4.5,0.781,0.156,5.268,4.403,9.176,1.538,0.234,2.253,0.854,0.263,0.177,0.067,0.45,0.085,0.073,0.012,0.025,6.459,1.736,0.481,0.121,0.116,5.012,1.198,0.448,0.05,0.092,1.067,0.287,0.154,0.055,0.056,4.88,2.22,5.13,0.419,0.48
