timestamp,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
2024-07-03 15:44:10.246000,4306.795,4318.462,4323.333,4333.205,4310.641,4168.205,4272.564,4225.0,4261.538,4272.308,4450.385,4458.077,4302.821,4412.051
2024-07-03 15:44:10.253800,4309.359,4322.821,4316.538,4321.538,4300.897,4166.282,4264.872,4224.359,4265.385,4267.051,4428.974,4447.564,4325.256,4403.718
2024-07-03 15:44:10.261700,4308.205,4302.821,4313.974,4310.513,4303.59,4150.897,4259.487,4219.231,4270.256,4265.256,4425.641,4442.564,4360.769,4395.0
2024-07-03 15:44:10.269500,4293.077,4281.282,4305.256,4322.564,4303.205,4138.718,4252.308,4213.333,4254.872,4256.026,4431.538,4444.615,4347.692,4415.385
2024-07-03 15:44:10.277200,4284.231,4285.385,4306.154,4317.949,4279.744,4145.513,4248.205,4207.436,4240.897,4253.846,4420.256,4448.462,4319.231,4418.077
2024-07-03 15:44:10.285000,4288.846,4300.769,4305.256,4298.974,4278.077,4149.359,4249.487,4204.872,4257.692,4257.564,4418.205,4440.385,4302.436,4390.385
2024-07-03 15:44:10.292700,4298.59,4298.59,4295.769,4305.897,4292.436,4145.897,4252.692,4211.538,4268.59,4247.564,4429.231,4431.41,4307.051,4390.0
2024-07-03 15:44:10.300500,4302.949,4288.846,4300.641,4323.974,4293.846,4148.846,4248.205,4219.359,4252.821,4237.308,4428.718,4442.179,4343.462,4415.769
2024-07-03 15:44:10.308200,4301.923,4292.564,4312.179,4327.821,4293.974,4150.641,4246.154,4219.231,4242.949,4240.769,4435.385,4450.641,4357.308,4412.179
2024-07-03 15:44:10.316100,4297.179,4294.744,4310.0,4322.179,4297.949,4148.846,4255.641,4220.256,4255.256,4257.821,4442.949,4441.667,4330.769,4388.846
2024-07-03 15:44:10.323900,4289.872,4284.615,4307.308,4310.385,4304.359,4150.897,4258.718,4222.436,4273.462,4275.641,4411.154,4444.872,4317.949,4398.333
2024-07-03 15:44:10.331800,4299.744,4297.436,4308.974,4309.359,4311.667,4156.667,4251.795,4219.744,4277.051,4268.59,4398.974,4452.308,4340.897,4414.615
2024-07-03 15:44:10.339500,4310.897,4322.949,4302.564,4315.256,4317.051,4155.897,4243.974,4218.333,4260.385,4244.615,4434.744,4432.564,4355.641,4396.282
2024-07-03 15:44:10.347300,4301.538,4303.718,4300.769,4316.923,4294.231,4147.692,4237.436,4218.846,4247.564,4241.667,4432.949,4412.051,4324.487,4379.359
2024-07-03 15:44:10.355000,4287.436,4278.333,4302.564,4323.462,4258.077,4137.821,4230.513,4211.282,4244.359,4241.154,4394.231,4413.846,4286.41,4387.308
2024-07-03 15:44:10.362800,4286.41,4303.462,4290.513,4325.385,4269.359,4135.256,4224.615,4199.231,4242.179,4229.872,4400.0,4413.718,4292.949,4380.897
2024-07-03 15:44:10.370500,4286.282,4308.718,4278.718,4313.462,4313.205,4143.462,4223.333,4198.718,4241.795,4233.974,4426.923,4402.436,4297.564,4366.154
2024-07-03 15:44:10.378300,4283.974,4276.41,4284.103,4307.308,4318.846,4148.974,4226.154,4207.179,4246.667,4239.872,4409.103,4410.128,4275.641,4381.41
2024-07-03 15:44:10.386000,4295.769,4295.0,4301.923,4323.333,4298.974,4152.821,4234.615,4214.359,4260.0,4261.41,4400.641,4427.821,4307.051,4394.103
2024-07-03 15:44:10.393800,4293.077,4328.846,4304.487,4330.641,4305.0,4156.154,4232.564,4217.436,4257.692,4275.385,4420.641,4422.949,4337.308,4381.154
2024-07-03 15:44:10.401500,4280.256,4314.744,4303.846,4319.359,4314.103,4154.103,4226.923,4218.462,4240.897,4244.359,4430.897,4419.872,4295.641,4380.128
2024-07-03 15:44:10.409400,4289.872,4295.513,4315.769,4311.41,4296.41,4150.513,4230.769,4212.949,4237.436,4226.923,4432.179,4434.359,4288.462,4394.872
2024-07-03 15:44:10.417200,4297.436,4294.359,4312.821,4312.949,4281.026,4152.821,4234.487,4208.462,4246.41,4250.641,4423.718,4432.436,4333.718,4397.179
2024-07-03 15:44:10.425100,4291.795,4310.256,4300.256,4332.692,4293.59,4158.333,4233.333,4216.667,4249.103,4258.333,4411.154,4419.872,4327.564,4395.256
2024-07-03 15:44:10.433100,4293.59,4317.949,4304.744,4337.692,4312.179,4153.205,4228.59,4220.897,4245.128,4243.205,4404.872,4423.077,4298.718,4390.0
2024-07-03 15:44:10.440900,4309.359,4291.154,4313.718,4319.744,4320.385,4152.179,4229.487,4213.205,4246.282,4241.154,4416.154,4433.718,4306.41,4391.795
2024-07-03 15:44:10.448700,4312.821,4287.821,4308.333,4322.821,4324.615,4165.256,4234.872,4224.103,4257.051,4248.59,4435.769,4442.564,4309.103,4421.667
2024-07-03 15:44:10.456500,4291.538,4311.795,4296.667,4334.615,4290.641,4160.769,4230.897,4233.974,4256.282,4257.308,4434.615,4435.897,4304.744,4419.487
2024-07-03 15:44:10.464300,4284.487,4298.462,4292.051,4319.615,4254.744,4147.564,4225.385,4220.128,4229.872,4250.641,4418.077,4417.051,4312.436,4377.308
2024-07-03 15:44:10.472000,4293.462,4281.538,4293.333,4300.256,4290.256,4162.692,4231.026,4220.385,4233.718,4230.128,4406.538,4415.385,4309.615,4368.59
2024-07-03 15:44:10.479800,4285.897,4296.667,4289.615,4310.385,4327.179,4174.103,4236.282,4232.949,4271.026,4228.462,4408.718,4420.641,4292.692,4388.077
